measure,location,sample_date,unit,value,id
Ammonium,Achara,2015-10-16,mg/l,0.073,3486
Ammonium,Achara,2015-11-20,mg/l,0.11,3506
Ammonium,Achara,2015-12-09,mg/l,0.18,3518
Ammonium,Achara,2016-01-15,mg/l,0.13,3533
Ammonium,Achara,2016-02-12,mg/l,0.06,3547
Ammonium,Achara,2016-03-12,mg/l,0.04,3563
Ammonium,Achara,2016-04-16,mg/l,0.14,3582
Ammonium,Achara,2016-05-13,mg/l,0.16,3590
Ammonium,Achara,2016-06-11,mg/l,0.05,3605
Ammonium,Achara,2016-07-16,mg/l,0.04,3626
Ammonium,Achara,2016-08-20,mg/l,0.056,3648
Ammonium,Achara,2016-09-16,mg/l,0.078,3661
Ammonium,Achara,2016-10-22,mg/l,0.089,3684
Ammonium,Achara,2016-11-19,mg/l,0.11,3697
Ammonium,Achara,2016-12-10,mg/l,0.11,3711
Anionic active surfactants,Achara,2009-01-15,mg/l,0.034,4249
Anionic active surfactants,Achara,2009-02-13,mg/l,0.034,4257
Anionic active surfactants,Achara,2009-03-19,mg/l,0.034,4270
Anionic active surfactants,Achara,2009-04-17,mg/l,0.034,4276
Anionic active surfactants,Achara,2009-06-12,mg/l,0.034,4295
Anionic active surfactants,Achara,2009-07-11,mg/l,0.034,4305
Anionic active surfactants,Achara,2009-10-11,mg/l,0.034,4334
Anionic active surfactants,Achara,2009-11-19,mg/l,0.034,4345
Anionic active surfactants,Achara,2016-02-12,mg/l,0,4739
Anionic active surfactants,Achara,2016-04-16,mg/l,0,4756
Anionic active surfactants,Achara,2016-06-11,mg/l,0,4766
Anionic active surfactants,Achara,2016-08-20,mg/l,0,4782
Anionic active surfactants,Achara,2016-10-22,mg/l,0,4798
Anionic active surfactants,Achara,2016-12-10,mg/l,0,4807
Arsenic,Achara,2009-01-15,µg/l,0.5,5199
Arsenic,Achara,2009-02-13,µg/l,0.5,5201
Arsenic,Achara,2009-03-19,µg/l,0.5,5204
Arsenic,Achara,2009-04-17,µg/l,1.7,5205
Arsenic,Achara,2009-06-12,µg/l,0.5,5216
Arsenic,Achara,2009-07-11,µg/l,1.4,5223
Arsenic,Achara,2009-10-11,µg/l,1,5238
Arsenic,Achara,2009-11-19,µg/l,0.5,5247
Arsenic,Achara,2010-01-16,µg/l,0.5,5255
Arsenic,Achara,2010-02-20,µg/l,0.5,5265
Arsenic,Achara,2010-03-19,µg/l,0.5,5270
Arsenic,Achara,2010-04-16,µg/l,0.5,5276
Arsenic,Achara,2010-05-20,µg/l,1.3,5286
Arsenic,Achara,2010-06-17,µg/l,0.8,5292
Arsenic,Achara,2010-07-16,µg/l,1.7,5299
Arsenic,Achara,2010-08-12,µg/l,1.8,5306
Arsenic,Achara,2010-09-17,µg/l,1,5315
Arsenic,Achara,2010-10-22,µg/l,1.5,5323
Arsenic,Achara,2010-11-19,µg/l,1.5,5329
Arsenic,Achara,2010-12-11,µg/l,0.5,5335
Arsenic,Achara,2011-01-21,µg/l,1,5343
Arsenic,Achara,2011-02-11,µg/l,1,5349
Arsenic,Achara,2011-02-18,µg/l,1,5352
Arsenic,Achara,2011-03-18,µg/l,1,5359
Arsenic,Achara,2011-03-31,µg/l,1,5363
Arsenic,Achara,2011-04-16,µg/l,1,5371
Arsenic,Achara,2011-05-13,µg/l,0,5375
Arsenic,Achara,2011-05-27,µg/l,1.3,5381
Arsenic,Achara,2011-06-11,µg/l,1.3,5382
Arsenic,Achara,2011-06-17,µg/l,1.2,5384
Arsenic,Achara,2011-07-14,µg/l,1.2,5393
Arsenic,Achara,2011-08-11,µg/l,2.4,5401
Arsenic,Achara,2011-09-14,µg/l,1.2,5407
Arsenic,Achara,2011-09-28,µg/l,1.7,5410
Arsenic,Achara,2011-10-08,µg/l,2.2,5413
Arsenic,Achara,2011-10-13,µg/l,1.8,5414
Arsenic,Achara,2011-11-11,µg/l,0,5419
Arsenic,Achara,2011-12-10,µg/l,1.4,5428
Arsenic,Achara,2012-01-20,µg/l,0,5432
Arsenic,Achara,2012-02-17,µg/l,0,5441
Arsenic,Achara,2012-03-17,µg/l,0,5445
Arsenic,Achara,2012-04-21,µg/l,0,5449
Arsenic,Achara,2012-05-19,µg/l,0,5451
Arsenic,Achara,2012-06-16,µg/l,0,5455
Arsenic,Achara,2012-07-21,µg/l,0,5459
Arsenic,Achara,2012-08-16,µg/l,1.6,5461
Arsenic,Achara,2012-09-21,µg/l,1.3,5464
Arsenic,Achara,2012-10-21,µg/l,0,5466
Arsenic,Achara,2012-11-16,µg/l,1.4,5469
Arsenic,Achara,2012-12-10,µg/l,0,5472
Arsenic,Achara,2013-01-17,µg/l,0,5476
Arsenic,Achara,2013-02-15,µg/l,0,5478
Arsenic,Achara,2013-03-14,µg/l,0,5481
Arsenic,Achara,2013-04-12,µg/l,0,5484
Arsenic,Achara,2013-05-16,µg/l,0,5487
Arsenic,Achara,2013-06-14,µg/l,0,5490
Arsenic,Achara,2013-07-18,µg/l,1,5493
Arsenic,Achara,2013-08-16,µg/l,2.1,5497
Arsenic,Achara,2013-09-21,µg/l,1.1,5499
Arsenic,Achara,2013-10-18,µg/l,0,5504
Arsenic,Achara,2013-11-15,µg/l,0,5507
Arsenic,Achara,2013-12-13,µg/l,0,5510
Atrazine,Achara,2013-01-17,µg/l,0,6285
Atrazine,Achara,2013-02-15,µg/l,0,6290
Atrazine,Achara,2013-03-14,µg/l,0,6298
Atrazine,Achara,2013-04-12,µg/l,0,6306
Atrazine,Achara,2013-05-16,µg/l,0,6314
Atrazine,Achara,2013-06-14,µg/l,0,6319
Atrazine,Achara,2013-07-18,µg/l,0,6323
Atrazine,Achara,2013-08-16,µg/l,0,6330
Atrazine,Achara,2013-09-21,µg/l,0,6336
Atrazine,Achara,2014-01-16,µg/l,0,6358
Atrazine,Achara,2014-02-15,µg/l,0,6365
Atrazine,Achara,2014-03-19,µg/l,0,6376
Atrazine,Achara,2014-04-18,µg/l,0.213,6385
Atrazine,Achara,2014-05-16,µg/l,0,6393
Atrazine,Achara,2014-06-20,µg/l,0,6402
Atrazine,Achara,2014-07-18,µg/l,0,6411
Atrazine,Achara,2014-08-16,µg/l,0,6417
Atrazine,Achara,2014-09-19,µg/l,0,6429
Atrazine,Achara,2014-10-17,µg/l,0,6436
Atrazine,Achara,2014-11-21,µg/l,0,6446
Atrazine,Achara,2014-12-12,µg/l,0,6454
Atrazine,Achara,2015-01-17,µg/l,0,6460
Atrazine,Achara,2015-02-21,µg/l,0,6470
Atrazine,Achara,2015-03-13,µg/l,0,6474
Atrazine,Achara,2015-04-18,µg/l,0,6487
Atrazine,Achara,2015-05-15,µg/l,0,6495
Atrazine,Achara,2015-06-20,µg/l,0,6505
Atrazine,Achara,2015-07-16,µg/l,0,6513
Atrazine,Achara,2015-08-22,µg/l,0,6519
Atrazine,Achara,2015-09-18,µg/l,0,6526
Atrazine,Achara,2015-10-16,µg/l,0,6538
Atrazine,Achara,2015-11-20,µg/l,0,6550
Atrazine,Achara,2015-12-09,µg/l,0,6555
Atrazine,Achara,2016-01-15,µg/l,0,6565
Atrazine,Achara,2016-02-12,µg/l,0,6572
Atrazine,Achara,2016-03-12,µg/l,0,6584
Atrazine,Achara,2016-04-16,µg/l,0,6593
Atrazine,Achara,2016-05-13,µg/l,0,6597
Atrazine,Achara,2016-06-11,µg/l,0,6608
Atrazine,Achara,2016-07-16,µg/l,0,6620
Atrazine,Achara,2016-08-20,µg/l,0,6630
Atrazine,Achara,2016-09-16,µg/l,0,6638
Atrazine,Achara,2016-10-22,µg/l,0,6652
Atrazine,Achara,2016-11-19,µg/l,0,6661
Atrazine,Achara,2016-12-10,µg/l,0,6668
Bicarbonates,Achara,2009-01-15,mg/l,134.2,8113
Bicarbonates,Achara,2009-02-13,mg/l,91.5,8118
Bicarbonates,Achara,2009-03-19,mg/l,97.6,8126
Bicarbonates,Achara,2009-04-17,mg/l,109.8,8129
Bicarbonates,Achara,2009-05-17,mg/l,122,8137
Bicarbonates,Achara,2009-06-12,mg/l,122,8142
Bicarbonates,Achara,2009-07-11,mg/l,109.8,8147
Bicarbonates,Achara,2009-08-13,mg/l,115.9,8152
Bicarbonates,Achara,2009-09-10,mg/l,115.9,8158
Bicarbonates,Achara,2009-10-11,mg/l,97.6,8162
Bicarbonates,Achara,2009-11-19,mg/l,109.8,8167
Bicarbonates,Achara,2009-12-10,mg/l,122,8172
Bicarbonates,Achara,2014-01-16,mg/l,170.8,8393
Bicarbonates,Achara,2014-04-18,mg/l,134.2,8409
Bicarbonates,Achara,2014-06-20,mg/l,85.4,8421
Bicarbonates,Achara,2014-08-16,mg/l,128.1,8433
Bicarbonates,Achara,2014-10-17,mg/l,134.2,8450
Bicarbonates,Achara,2014-12-12,mg/l,146.4,8472
Bicarbonates,Achara,2015-02-21,mg/l,115.9,8485
Bicarbonates,Achara,2015-04-18,mg/l,109.8,8495
Bicarbonates,Achara,2015-06-20,mg/l,109.8,8509
Bicarbonates,Achara,2015-08-22,mg/l,128.1,8520
Bicarbonates,Achara,2015-10-16,mg/l,140.3,8530
Bicarbonates,Achara,2016-02-12,mg/l,122,8551
Bicarbonates,Achara,2016-04-16,mg/l,109.8,8566
Bicarbonates,Achara,2016-06-11,mg/l,115.9,8576
Bicarbonates,Achara,2016-08-20,mg/l,97.6,8592
Bicarbonates,Achara,2016-10-22,mg/l,109.8,8607
Bicarbonates,Achara,2016-12-10,mg/l,105.6,8616
Biochemical Oxygen,Achara,2009-01-15,mg/l,2.3,9622
Biochemical Oxygen,Achara,2009-02-13,mg/l,3,9631
Biochemical Oxygen,Achara,2009-03-19,mg/l,1.7,9647
Biochemical Oxygen,Achara,2009-04-17,mg/l,2,9654
Biochemical Oxygen,Achara,2009-05-17,mg/l,2.4,9670
Biochemical Oxygen,Achara,2009-06-12,mg/l,2.2,9679
Biochemical Oxygen,Achara,2009-07-11,mg/l,2.4,9691
Biochemical Oxygen,Achara,2009-08-13,mg/l,2.3,9704
Biochemical Oxygen,Achara,2009-09-10,mg/l,2.1,9716
Biochemical Oxygen,Achara,2009-10-11,mg/l,1.2,9728
Biochemical Oxygen,Achara,2009-11-19,mg/l,2.7,9742
Biochemical Oxygen,Achara,2009-12-10,mg/l,2.7,9752
Biochemical Oxygen,Achara,2010-01-16,mg/l,2,9759
Biochemical Oxygen,Achara,2010-02-20,mg/l,1,9776
Biochemical Oxygen,Achara,2010-03-19,mg/l,2.1,9784
Biochemical Oxygen,Achara,2010-04-16,mg/l,1.8,9793
Biochemical Oxygen,Achara,2010-05-20,mg/l,2.4,9807
Biochemical Oxygen,Achara,2010-06-17,mg/l,2.9,9816
Biochemical Oxygen,Achara,2010-07-16,mg/l,2,9825
Biochemical Oxygen,Achara,2010-08-12,mg/l,2.3,9834
Biochemical Oxygen,Achara,2010-09-17,mg/l,2,9847
Biochemical Oxygen,Achara,2010-10-22,mg/l,2.8,9858
Biochemical Oxygen,Achara,2010-11-19,mg/l,1.9,9867
Biochemical Oxygen,Achara,2010-12-11,mg/l,2.7,9875
Biochemical Oxygen,Achara,2011-01-21,mg/l,3.6,9889
Biochemical Oxygen,Achara,2011-01-22,mg/l,2.7,9890
Biochemical Oxygen,Achara,2011-02-11,mg/l,2.4,9897
Biochemical Oxygen,Achara,2011-02-18,mg/l,4.9,9900
Biochemical Oxygen,Achara,2011-03-18,mg/l,3.4,9911
Biochemical Oxygen,Achara,2011-03-31,mg/l,3,9917
Biochemical Oxygen,Achara,2011-04-16,mg/l,5.8,9924
Biochemical Oxygen,Achara,2011-04-22,mg/l,1.9,9925
Biochemical Oxygen,Achara,2011-05-13,mg/l,4.2,9930
Biochemical Oxygen,Achara,2011-05-27,mg/l,4.4,9941
Biochemical Oxygen,Achara,2011-06-11,mg/l,4.3,9943
Biochemical Oxygen,Achara,2011-06-17,mg/l,5.5,9945
Biochemical Oxygen,Achara,2011-07-09,mg/l,1.6,9955
Biochemical Oxygen,Achara,2011-07-14,mg/l,4.2,9957
Biochemical Oxygen,Achara,2011-08-04,mg/l,4.4,9967
Biochemical Oxygen,Achara,2011-08-11,mg/l,3.5,9970
Biochemical Oxygen,Achara,2011-09-14,mg/l,2,9983
Biochemical Oxygen,Achara,2011-09-28,mg/l,1.7,9988
Biochemical Oxygen,Achara,2011-10-08,mg/l,5.9,9992
Biochemical Oxygen,Achara,2011-10-13,mg/l,1.7,9995
Biochemical Oxygen,Achara,2011-11-11,mg/l,3,10004
Biochemical Oxygen,Achara,2011-11-26,mg/l,1.4,10013
Biochemical Oxygen,Achara,2011-12-15,mg/l,2.2,10024
Biochemical Oxygen,Achara,2012-01-20,mg/l,1.6,10031
Biochemical Oxygen,Achara,2012-01-21,mg/l,1.5,10032
Biochemical Oxygen,Achara,2012-02-10,mg/l,2.4,10039
Biochemical Oxygen,Achara,2012-02-17,mg/l,3.4,10045
Biochemical Oxygen,Achara,2012-03-15,mg/l,3.6,10054
Biochemical Oxygen,Achara,2012-03-17,mg/l,2.1,10059
Biochemical Oxygen,Achara,2012-04-21,mg/l,3.4,10072
Biochemical Oxygen,Achara,2012-04-29,mg/l,1.9,10079
Biochemical Oxygen,Achara,2012-05-19,mg/l,1.8,10086
Biochemical Oxygen,Achara,2012-05-27,mg/l,1.9,10092
Biochemical Oxygen,Achara,2012-06-16,mg/l,3.4,10099
Biochemical Oxygen,Achara,2012-06-28,mg/l,1.4,10104
Biochemical Oxygen,Achara,2012-07-08,mg/l,1.8,10107
Biochemical Oxygen,Achara,2012-08-26,mg/l,1.5,10131
Biochemical Oxygen,Achara,2012-09-21,mg/l,2,10139
Biochemical Oxygen,Achara,2012-09-27,mg/l,1.4,10142
Biochemical Oxygen,Achara,2012-10-18,mg/l,1.7,10151
Biochemical Oxygen,Achara,2012-10-21,mg/l,2.6,10153
Biochemical Oxygen,Achara,2012-11-16,mg/l,2.1,10170
Biochemical Oxygen,Achara,2012-11-22,mg/l,2.7,10175
Biochemical Oxygen,Achara,2012-12-07,mg/l,2,10179
Biochemical Oxygen,Achara,2012-12-10,mg/l,2.6,10185
Biochemical Oxygen,Achara,2013-01-17,mg/l,3.3,10197
Biochemical Oxygen,Achara,2013-02-15,mg/l,2.2,10208
Biochemical Oxygen,Achara,2013-03-14,mg/l,2.4,10219
Biochemical Oxygen,Achara,2013-04-12,mg/l,2.1,10231
Biochemical Oxygen,Achara,2013-05-16,mg/l,2.3,10245
Biochemical Oxygen,Achara,2013-06-14,mg/l,1,10255
Biochemical Oxygen,Achara,2013-07-18,mg/l,2.6,10273
Biochemical Oxygen,Achara,2013-08-16,mg/l,1.7,10287
Biochemical Oxygen,Achara,2013-09-21,mg/l,2.1,10299
Biochemical Oxygen,Achara,2013-10-18,mg/l,1,10309
Biochemical Oxygen,Achara,2013-11-15,mg/l,2,10325
Biochemical Oxygen,Achara,2013-12-13,mg/l,1.9,10341
Biochemical Oxygen,Achara,2014-01-16,mg/l,2.3,10351
Biochemical Oxygen,Achara,2014-02-15,mg/l,4,10360
Biochemical Oxygen,Achara,2014-03-19,mg/l,3.8,10373
Biochemical Oxygen,Achara,2014-04-18,mg/l,1.3,10390
Biochemical Oxygen,Achara,2014-05-16,mg/l,2.1,10403
Biochemical Oxygen,Achara,2014-06-20,mg/l,3,10419
Biochemical Oxygen,Achara,2014-07-18,mg/l,1.6,10432
Biochemical Oxygen,Achara,2014-08-16,mg/l,2.5,10442
Biochemical Oxygen,Achara,2014-09-19,mg/l,1.2,10468
Biochemical Oxygen,Achara,2014-10-17,mg/l,0.5,10480
Biochemical Oxygen,Achara,2014-11-21,mg/l,1,10502
Biochemical Oxygen,Achara,2014-12-12,mg/l,2.3,10519
Biochemical Oxygen,Achara,2015-01-17,mg/l,2.3,10531
Biochemical Oxygen,Achara,2015-02-21,mg/l,3.1,10547
Biochemical Oxygen,Achara,2015-03-13,mg/l,2.2,10554
Biochemical Oxygen,Achara,2015-04-18,mg/l,1.4,10574
Biochemical Oxygen,Achara,2015-05-15,mg/l,2.2,10585
Biochemical Oxygen,Achara,2015-06-20,mg/l,2.5,10605
Biochemical Oxygen,Achara,2015-07-16,mg/l,1.6,10614
Biochemical Oxygen,Achara,2015-08-22,mg/l,1.5,10634
Biochemical Oxygen,Achara,2015-09-18,mg/l,1.3,10642
Biochemical Oxygen,Achara,2015-10-16,mg/l,1.3,10658
Biochemical Oxygen,Achara,2015-11-20,mg/l,1.1,10677
Biochemical Oxygen,Achara,2015-12-09,mg/l,2.4,10688
Biochemical Oxygen,Achara,2016-01-15,mg/l,2.4,10702
Biochemical Oxygen,Achara,2016-02-12,mg/l,2.2,10715
Biochemical Oxygen,Achara,2016-03-12,mg/l,1.6,10731
Biochemical Oxygen,Achara,2016-04-16,mg/l,2.8,10748
Biochemical Oxygen,Achara,2016-05-13,mg/l,1.8,10755
Biochemical Oxygen,Achara,2016-06-11,mg/l,2.6,10770
Biochemical Oxygen,Achara,2016-07-16,mg/l,1.2,10789
Biochemical Oxygen,Achara,2016-08-20,mg/l,0.5,10809
Biochemical Oxygen,Achara,2016-09-16,mg/l,0.5,10820
Biochemical Oxygen,Achara,2016-10-22,mg/l,0.5,10841
Biochemical Oxygen,Achara,2016-11-19,mg/l,0.5,10852
Biochemical Oxygen,Achara,2016-12-10,mg/l,1.2,10866
Cadmium,Achara,2009-01-15,µg/l,0.3,11793
Cadmium,Achara,2009-02-13,µg/l,0.3,11795
Cadmium,Achara,2009-03-19,µg/l,0.3,11798
Cadmium,Achara,2009-04-17,µg/l,0.3,11799
Cadmium,Achara,2009-06-12,µg/l,0.3,11810
Cadmium,Achara,2009-07-11,µg/l,0.3,11817
Cadmium,Achara,2009-10-11,µg/l,0.3,11834
Cadmium,Achara,2009-11-19,µg/l,0.3,11843
Cadmium,Achara,2010-01-16,µg/l,0.4,11851
Cadmium,Achara,2010-02-20,µg/l,0.25,11862
Cadmium,Achara,2010-03-19,µg/l,0.25,11868
Cadmium,Achara,2010-04-16,µg/l,0.25,11875
Cadmium,Achara,2010-05-20,µg/l,0.25,11885
Cadmium,Achara,2010-06-17,µg/l,0.25,11892
Cadmium,Achara,2010-07-16,µg/l,0.25,11900
Cadmium,Achara,2010-08-12,µg/l,0.25,11909
Cadmium,Achara,2010-09-17,µg/l,0.25,11920
Cadmium,Achara,2010-10-22,µg/l,0.25,11932
Cadmium,Achara,2010-11-19,µg/l,0.25,11939
Cadmium,Achara,2010-12-11,µg/l,0.25,11945
Cadmium,Achara,2011-01-21,µg/l,0.5,11956
Cadmium,Achara,2011-02-11,µg/l,0.5,11962
Cadmium,Achara,2011-02-18,µg/l,0.5,11966
Cadmium,Achara,2011-03-18,µg/l,0.5,11974
Cadmium,Achara,2011-03-31,µg/l,0.5,11979
Cadmium,Achara,2011-04-16,µg/l,0.5,11987
Cadmium,Achara,2011-05-13,µg/l,0,11992
Cadmium,Achara,2011-05-27,µg/l,0,11999
Cadmium,Achara,2011-06-11,µg/l,0,12000
Cadmium,Achara,2011-06-17,µg/l,0,12002
Cadmium,Achara,2011-07-14,µg/l,0,12012
Cadmium,Achara,2011-08-11,µg/l,0,12021
Cadmium,Achara,2011-09-14,µg/l,0,12028
Cadmium,Achara,2011-09-28,µg/l,0,12032
Cadmium,Achara,2011-10-08,µg/l,0,12035
Cadmium,Achara,2011-10-13,µg/l,0,12036
Cadmium,Achara,2011-11-11,µg/l,0,12044
Cadmium,Achara,2011-12-10,µg/l,0,12058
Cadmium,Achara,2012-01-20,µg/l,0.25,12064
Cadmium,Achara,2012-02-17,µg/l,0.25,12074
Cadmium,Achara,2012-03-17,µg/l,0.25,12079
Cadmium,Achara,2012-04-21,µg/l,0.25,12084
Cadmium,Achara,2012-05-19,µg/l,0.25,12087
Cadmium,Achara,2012-06-16,µg/l,0.25,12091
Cadmium,Achara,2012-07-21,µg/l,0.25,12097
Cadmium,Achara,2012-08-16,µg/l,0.25,12099
Cadmium,Achara,2012-09-21,µg/l,0.25,12104
Cadmium,Achara,2012-10-21,µg/l,0.25,12107
Cadmium,Achara,2012-11-16,µg/l,0.25,12110
Cadmium,Achara,2012-12-10,µg/l,0.25,12114
Cadmium,Achara,2013-01-17,µg/l,0,12119
Cadmium,Achara,2013-02-15,µg/l,0,12122
Cadmium,Achara,2013-03-14,µg/l,0,12126
Cadmium,Achara,2013-04-12,µg/l,0,12130
Cadmium,Achara,2013-05-16,µg/l,0,12134
Cadmium,Achara,2013-06-14,µg/l,0,12138
Cadmium,Achara,2013-07-18,µg/l,0,12143
Cadmium,Achara,2013-08-16,µg/l,0,12147
Cadmium,Achara,2013-09-21,µg/l,0,12151
Cadmium,Achara,2013-10-18,µg/l,0,12156
Cadmium,Achara,2013-11-15,µg/l,0,12159
Cadmium,Achara,2013-12-13,µg/l,0,12164
Cadmium,Achara,2015-02-21,µg/l,0,12228
Cadmium,Achara,2015-06-20,µg/l,0,12239
Cadmium,Achara,2015-08-22,µg/l,0,12245
